,talentId,platformId,type,followers,Avg View Through Rate,Avg Engagement Rate
3301,a395e54e-3c41-4299-82f6-f9d6179f5dff,471197847,video,276531,10.85%,1.28%
3304,a48f6e01-a262-4e6e-9186-72e8815b5321,1134473155,video,210849,2.09%,0.26%
3305,a4c97dde-7cd0-470d-8bf1-21c77ef4287a,179796311,video,176473,60.78%,2.78%
3307,a4e11578-fb59-4e74-9310-5f35b8520aac,1543136337,video,212680,57.36%,4.18%
3309,a5127f82-5202-437f-bc39-ac83580ed593,286854158,video,111958,12.54%,1.90%
3311,a5184dbe-0b55-4c63-b07d-f2510a450d18,222489873,video,121306,14.75%,2.55%
3313,a5b94209-1fee-429d-8015-e2a1e81cc966,198000726,video,221464,8.72%,0.72%
3315,a637e906-0ff7-4b88-93fb-79627862ebc3,1425901887,video,131311,14.41%,1.81%
3317,a6d91696-b3b8-49dc-8d8c-33a8a5662485,285572206,video,134517,11.32%,1.45%
3319,a7cf930d-d9ec-46ff-9a3a-dab623b814da,208891501,video,235558,7.37%,0.90%
3321,a7e74ff9-2f94-4c2b-b8fa-32f4d83a6202,203255210,video,290495,13.24%,1.65%
3324,a8aafd8c-5f45-453f-9be9-7f63147eb466,1441504843,video,276767,58.41%,5.71%
3326,a9017955-8bb7-4540-a51b-f57272e53156,277047497,video,142470,0.78%,0.13%
3328,a9750383-d35f-45ff-a06b-0983ef9c17e4,264437885,video,131110,15.32%,1.15%
3331,a9fd6507-3aae-471b-b0c2-1769c0402973,14036276,video,126774,3.31%,0.35%
3334,aaf89245-3c9b-4f75-a5bd-b126220f47c1,294214986,video,130825,17.11%,9.36%
3336,aaf8ab5a-29f2-45ab-bc69-a2b76ff7027e,31795249,video,150542,7.08%,0.49%
3338,ab1958e3-52c1-4a94-b894-5ea3ee89fa9e,756660722,video,243539,5.54%,0.38%
3340,abbb11d3-4aa3-4881-8117-76753f15dbd1,1417025899,video,103243,16.37%,2.18%
3342,ac55086f-b432-4fe2-8d0f-a3e8820d48c2,1591112571,video,260384,3.64%,0.65%
3346,ad679664-87ee-4af1-9499-f2bfb04144de,642557438,video,292155,34.45%,0.79%
3348,ade23e32-bc01-41ce-bb9c-d41c1e5cb1b8,54004357,video,119435,2.37%,0.15%
3350,ae17b052-a12b-4806-8b7a-cf23729e9f95,36558814,video,107036,24.08%,2.44%
3353,af3bf8cf-924b-4dba-8322-2091aafd8766,230787139,video,109989,6.40%,0.80%
3355,af43d700-aa3d-4d18-a5db-9b81bd125109,21701143,video,124180,15.72%,1.13%
3357,af4cd443-d525-4e6c-abf8-d27980e5c39f,4260928970,video,119655,5.72%,1.36%
3360,b05128d2-e4b7-4ee4-9147-a2ebdaf5017c,16726197,video,135014,9.37%,1.23%
3361,b1093c63-c739-4611-8816-a25a0f0d2d1c,24904873,video,110901,2.02%,0.22%
3363,b1bd51b0-fdc6-4f06-9334-02abec5bb732,278682627,video,106958,12.00%,1.84%
3365,b1be9309-fb06-4cc3-8020-b4ac31ce1dc0,4007921057,video,240989,4.18%,0.49%
3367,b28c7f7d-8120-47c1-b31a-0766852b50dc,351715147,video,270873,9.26%,0.98%
3369,b3705181-41e5-4004-aa75-2746bb4c1b02,1029733839,video,146682,0.85%,0.19%
3371,b3a878df-a19c-4f50-b3b9-f90c008a28ad,295064899,video,121132,4.56%,2.55%
3373,b3b4c72d-b344-4d4f-bd66-883947b25476,282001555,video,184890,3.09%,0.30%
3375,b427e755-0139-4b7a-bda2-49fb190f5c9c,1830160591,video,151342,64.63%,2.90%
3377,b447f39e-c7ff-4a56-bbca-ecdb57dd895c,401007295,video,189986,13.22%,0.82%
3379,b46e7c40-1b79-41c0-928e-ba1a46c9edf9,2285520382,video,150234,4.62%,0.62%
3381,b487a7ee-359e-4c8e-a80d-b6d4e4524f89,46526243,video,101356,5.60%,0.32%
3383,b511af1c-43df-4c20-9a46-baa03f25fec7,45607546,video,266123,5.85%,0.33%
3385,b51d6ad8-f413-4953-bb76-378826a197cf,267897399,video,158491,5.68%,0.84%
3387,b56356cd-c84d-45b5-b7e5-0d805721fdaa,2674749856,video,106069,4.11%,0.34%
3390,b5ee30ec-f5d2-41f2-b92a-82f082a0270f,47494190,video,131861,19.46%,2.60%
3392,b6ca7995-3660-4420-a433-36389b0044ec,4351661354,video,211997,20.88%,2.01%
3395,b805bb68-e3bb-4668-9f58-666c426610ce,1020567743,video,145690,20.55%,1.02%
3397,b8812311-7896-441d-bfaa-62c180962ae2,1587288105,video,262925,22.93%,2.85%
3399,b8b908e8-6ad9-4556-8dc1-b109bba5cb37,1636955892,video,106153,49.47%,7.29%
3401,b936829a-85d9-4a70-97fe-1c193977012d,241533430,video,120281,7.57%,0.09%
3403,b9c32b44-8217-4a2b-a27e-cc852b209c4c,462209144,video,287362,8.27%,1.14%
3406,baf0d76b-6e4b-4ca5-b1d7-c0452aa7f215,337895147,video,162420,4.60%,0.62%
3408,bb171b18-3c31-4cf3-b8e8-6a35cf0b53fe,1593577348,video,139319,20.05%,3.28%
3410,bb35c3a6-f20a-4f33-b26a-a5f291b4899b,1115292964,video,154344,2.94%,0.58%
3412,bb589121-81d9-440e-af11-a1d45605c6a6,197841308,video,228551,6.53%,0.94%
3414,bbcd7523-c258-4aca-bd78-81f06517036f,1420022688,video,123480,4.80%,0.52%
3416,bc203bff-33a3-4ffa-93b7-f0a9e9fcc758,271742293,video,280030,17.20%,1.93%
3418,bc38d5d7-d89d-48fd-a6e9-a7d9b569156e,52510691,video,172258,7.87%,0.92%
3420,bc76ab22-7f3a-4a27-89dd-0dfe1ff6ae1e,1281695444,video,202583,39.15%,4.92%
3422,bd20ed55-0ca3-4ad6-aa20-576b78414d30,828988082,video,293160,21.11%,3.13%
3424,be3f3ce1-7b33-4c37-84da-590127140997,353849732,video,175076,19.74%,2.57%
3426,be7d983d-fcb3-4cc7-a99f-404c2686745c,55158421,video,199853,20.42%,2.73%
3429,c0ca6fdb-f29b-46ed-b972-d1f8be64aa67,978158169,video,230355,45.36%,3.91%
3431,c12cd45a-fb13-4d79-acbd-23d666d1552d,3674777685,video,150137,10.57%,2.30%
3433,c1680d5a-0309-41d5-9fd4-681e70e67a9c,173535996,video,147971,15.33%,1.28%
3435,c16b0400-0bd0-46f4-9298-6a30cb2ef61c,19020048,video,104305,12.87%,2.96%
3437,c1981d93-2047-462b-b1a8-e3800ab2ddb1,2436926685,video,146424,5.85%,0.81%
3439,c1bea534-b01e-43de-86c4-e2ed6b159913,35219986,video,117084,12.02%,1.72%
3441,c2899835-07d8-49f2-9f47-cb9586987650,4174588784,video,147481,9.03%,1.00%
3443,c28c3a56-6e0d-4ca4-9bda-7dc081c32585,653296037,video,123502,16.54%,0.95%
3445,c2db8072-b4a4-4f07-9282-09aa86e5b12b,279992077,video,102727,12.11%,1.35%
3447,c2f36639-e3a5-493b-b46d-8d799e448816,589580119,video,106259,18.87%,2.47%
3449,c3bae7d8-0b5a-4edb-84d6-dc76507a5200,2305555662,video,187774,10.44%,1.11%
3451,c3c40aad-5944-48ee-aa7d-b7a2a87ac95d,209044331,video,292884,6.46%,0.90%
3453,c3e23f78-fb9d-41bf-aa89-927bda519166,29865361,video,129949,9.05%,0.45%
3456,c56e6efc-9777-423a-b472-3931829bc85c,251281662,video,158240,1.42%,0.32%
3458,c697d04c-eadc-41f8-ba37-f28fc9d9e229,192241312,video,183313,9.99%,0.75%
3460,c69b9d7d-3b5c-4143-8821-480afe1cb531,301136559,video,227544,6.90%,0.79%
3462,c7bf776b-53d9-4fab-ba9b-82d793e16392,218844522,video,125748,60.50%,3.07%
3464,c7bfd6ba-7630-4e13-8cf5-85aa33f2dccb,851657236,video,279646,40.73%,10.33%
3466,c8e55ab1-b2b3-47e5-848d-9a5f1151f769,245697980,video,160619,6.21%,0.35%
3468,c94952de-7afd-4e07-871e-5f11ab27a0d8,180905946,video,193864,40.80%,1.61%
3470,ca5d5904-6dd8-4d32-8d0d-cb2752ed9e91,2368840426,video,141703,13.74%,4.12%
3472,ca882b82-5b88-415e-8a90-9f89175250bf,294441342,video,272114,16.49%,1.44%
3474,cadc8bd9-c07b-4d0d-9cb3-61f235b90f88,1622073425,video,127820,7.85%,1.86%
3476,cbaf7f71-b7a2-400a-9978-d78876230b23,29949222,video,190886,5.56%,1.14%
3478,cc118295-5eb8-4f31-b96e-8f385a2ecc80,581931875,video,141573,24.56%,5.66%
3480,cc8c57c1-c1a3-4d7d-9ce8-84e85878e26e,1247968749,video,245183,6.88%,2.57%
3482,cca267d6-b9b3-40b0-83b9-f69307c99cf7,502921486,video,101434,26.28%,2.78%
3484,ccc96aed-ba80-417e-b90d-82eb31188523,3464221480,video,175379,14.03%,1.44%
3487,cd10f85b-47e9-4163-b37a-1459e8e54b97,253872654,video,123049,6.04%,0.78%
3491,ce4353bc-668b-4eca-87e9-f4b8af5ecaeb,30667001,video,192604,11.36%,0.98%
3494,cfd7b343-2fbb-4dc9-b456-d6c9d91b989d,3648508670,video,140750,20.74%,0.57%
3497,cffd64d5-441c-417b-80ed-7f8aaba4e004,253115792,video,148394,22.95%,1.24%
3499,d05a0f88-bd4e-4c56-a83e-dedd7e70d09c,2207714127,video,144504,96.83%,5.96%
3502,d0d19cb4-ce2c-41ac-816b-cec95b12d16d,191695149,video,102833,6.20%,0.87%
3506,d2adc4f8-1bb4-4d39-aee2-7fecc02f807c,5092819609,video,110357,133.21%,12.45%
3508,d2b32ce4-d997-439f-a1b1-88c176a57109,333664197,video,129020,25.85%,1.05%
3511,d3c4b422-7dbe-49fe-9165-ec9805d6df75,1350748490,video,220736,284.86%,8.40%
3513,d3d9840d-9cc8-45ea-9162-27ffbd0cae12,215180400,video,116194,4.83%,0.35%
3515,d47f8d21-a59a-4d85-8fce-debe0ad24ab0,1928934779,video,143915,19.80%,2.39%
3517,d4939624-23b4-4a52-9f93-05b017cbd4fc,187300027,video,183654,58.15%,2.12%
3519,d496f507-7b87-4438-945c-8448fd3b8c1e,221795165,video,187296,0.96%,0.16%
3521,d50e2e40-28cb-4b2f-acaf-6e34d2d267c4,290320591,video,121037,63.54%,4.16%
3523,d5573569-d212-40b6-93f4-09ef8c79b247,2763081416,video,203840,2.77%,0.20%
3525,d568dc98-2eaa-46b4-9a34-2b777de73bfe,613204965,video,212622,7.00%,0.53%
3527,d5d8b4e3-915f-41cf-953c-0342b78230d8,214133683,video,132271,6.28%,1.79%
3530,d644a0e0-7ada-49fb-bf6b-dfa127a92f44,14833309,video,296298,4.60%,0.31%
3532,d69d6f5b-1bc5-4e34-9eec-4133569f55e0,493816419,video,177780,103.10%,1.79%
3534,d6e92e82-819a-478e-acc8-42aba3b99dca,338619489,video,113158,12.17%,0.86%
3536,d6ecf70c-ec2e-40cd-b1c9-9c69959bf631,492941002,video,177591,17.59%,3.12%
3538,d78f2033-2d5f-41ac-b927-534621d55335,2324423132,video,170697,8.52%,1.07%
3540,d79dcdf9-ebef-4570-b6de-348921f75884,242083446,video,155886,42.52%,0.85%
3542,d866b1cd-efe8-40e7-abe9-bb38cdec880b,3204264873,video,102724,45.96%,3.84%
3544,d8cddd79-9077-487b-88c7-ffdbb635f805,312109211,video,135267,26.79%,0.54%
3547,d9b4673f-2aa2-41d3-8f06-29bdb8d84a57,691954963,video,278253,7.53%,0.19%
3549,d9b86f1d-a14b-4f48-9757-38fb6fc734dc,1112516357,video,107002,5.23%,1.11%
3551,da1559fc-ab61-49db-8478-5ca82b34fa6d,1519896002,video,171681,5.14%,0.62%
3553,da15a5ce-23a6-49af-8d08-d077d5fd5e30,283836879,video,160600,6.92%,0.68%
3555,da751a53-2a60-4ba9-aad6-5d4856ccb5b5,299721705,video,234950,5.40%,0.35%
3557,daa8e4b7-b380-4759-81cb-81bba0d34dc9,424487894,video,129370,1.44%,0.03%
3559,dad268c1-2ea7-41fd-85cf-6e05be4b8751,22686850,video,106310,1.82%,0.20%
3562,db99b5a2-96a5-44ad-bbb6-ed17f634fbfa,564930095,video,128098,31.76%,6.25%
3564,dbc63d6f-b229-4b47-8e5a-7c3e5401d662,9453682,video,123572,4.08%,0.44%
3566,dbed9c1b-92e4-445d-b110-9623c0d5d794,1133650085,video,281838,25.12%,2.20%
3568,dc29eb4c-3282-40e4-b121-d9ebd7cd8a74,519048463,video,228767,10.94%,0.78%
3569,dc4beec5-8f70-4cea-835b-9b3bbbd8b324,1435036510,video,206029,6.62%,0.17%
3571,dc64fa53-54f8-47ec-9221-337244ebd2d3,1381476947,video,119326,6.55%,0.73%
3573,dc80f3ae-ee40-4462-9014-26a48a52b317,419609463,video,285604,12.14%,1.70%
3575,dc8602ab-ef63-4c73-b2e0-2017aad82c75,3266804095,video,249270,10.49%,0.84%
3577,dc980e96-53a5-4337-a21c-c8da72b4e6e8,244455957,video,276301,4.71%,0.85%
3579,dd175022-c42f-490f-9436-2595504dd0e6,177084756,video,229242,12.77%,1.21%
3581,dd20bf58-6326-416a-a368-48e8412ba62e,260783641,video,106812,41.37%,2.57%
3583,dd6f0065-969f-49a1-89aa-2454ec32e184,203884423,video,262564,7.10%,1.28%
3585,dd701845-9824-4c4e-be98-81e4c17eabb4,4735459877,video,201415,12.10%,1.40%
3587,ddc3f023-8809-46ab-af3a-5ad36be96e03,270445654,video,143168,7.58%,1.32%
3589,de4d2053-008e-4a8d-8847-82fa64c386da,627436044,video,111418,43.38%,2.47%
3592,dea5b7fc-8eb0-49a0-bdef-f10e64c60ca5,1014124808,video,171148,55.16%,7.22%
3593,deb69716-4c6d-4c0c-ad1c-f1a3c5926cdd,727779281,video,149960,25.57%,2.60%
3596,dfb3ffc5-1bed-4c39-beca-4a1ea0b3b992,302805990,video,251947,14.32%,1.49%
3598,dfc36eeb-44a7-4822-bd43-b32f153eaa7a,5619670946,video,252417,6.77%,1.73%
3600,e029b5df-2486-437b-b195-37f78dfeb0cb,207529508,video,126554,9.94%,0.71%
3603,e07f7536-21d3-4fcf-9db3-cf21e24cdf92,190868803,video,123104,20.67%,1.38%
3605,e18358c1-50ef-47ac-82b8-6981b0b0f79c,1484826223,video,248806,116.08%,0.40%
3607,e1bdc3fa-b84d-4dcb-8f40-7dacaa9a9984,199147604,video,139559,28.04%,2.83%
3608,e23b2d4d-cb10-4dc2-952c-0201c0fa8652,3009176491,video,249026,56.37%,4.02%
3610,e24df850-6a63-457b-ad3b-7629d241b42e,475900163,video,136949,7.50%,0.89%
3612,e267af7a-4d91-4d90-b005-5f214a1e1525,1909805075,video,130384,3.45%,0.07%
3614,e27ec766-b6bd-43c0-a4e6-c1f05f148ff6,1567727879,video,155188,8.15%,1.24%
3616,e294823f-1d24-4447-8dcc-ebc7490ceb7a,1508007112,video,164054,129.26%,7.44%
3618,e2d831fe-76c9-458a-b8fe-c797b680c53b,275148260,video,201638,28.48%,4.70%
3622,e34c9deb-b39d-461c-bb6a-87637f0813d6,694799668,video,184474,17.40%,1.51%
3624,e37fb147-1ee2-4896-a1de-e6af78d2ca5c,542260016,video,132332,15.41%,1.22%
3626,e3eb284b-b27f-4a3d-86d3-f5818f330a37,229726676,video,207564,14.92%,1.60%
3629,e42a6984-1593-4832-916b-5d01e1a71143,173605516,video,171999,68.44%,2.14%
3631,e4323788-90a3-458e-a7c6-8b0a74c03453,257036796,video,182010,23.76%,2.40%
3633,e457941d-6cf7-4946-a540-38c212a4a0c0,441847073,video,206125,22.83%,1.39%
3635,e4691a8c-21e7-4254-b007-84f88d35f3ae,24319853,video,136706,16.93%,2.29%
3637,e530ef03-e34c-4465-8896-b821f1f0d429,1038639719,video,156082,10.10%,0.90%
3639,e58e7933-4de7-4f17-b207-9e81f5e99f4d,3521315616,video,135482,5.09%,4.58%
3641,e5daab20-615d-4b9a-a7c4-98d40d1cd289,28430570,video,162289,8.38%,0.12%
3643,e671f2e0-1f9b-4ba8-8f10-5e9113d63f6e,2269391904,video,100230,27.57%,1.40%
3645,e69c1ca9-4a94-4425-8cfa-e9047fed61d2,251306389,video,154646,2.34%,0.35%
3647,e6bd0717-026c-48da-bd42-048912f2da1e,1310173121,video,205301,11.73%,0.38%
3649,e6ecd1fa-01df-44ec-a4dd-f0efc0f8df07,1522911093,video,230021,7.93%,1.23%
3652,e7533b93-5753-4cd8-81f2-160b8912c02d,316134131,video,125318,50.50%,9.46%
3654,e7909db1-ea0e-475e-97c7-843fb5ad5cb8,31763077,video,260397,137.46%,4.99%
3656,e8029590-fd36-438d-acab-92f511fabc3e,228339509,video,175926,69.06%,4.48%
3658,e83bfdb4-2880-4371-aae1-b4ffdb4b6ba6,362293232,video,124395,37.22%,7.49%
3660,e83c7e1d-4c35-45c1-9811-70f5c7b48988,1526228628,video,109115,32.54%,3.02%
3662,e8457843-0ffb-4a90-bf47-15ba8daef680,180175485,video,205200,76.14%,11.46%
3664,e87e27de-3c5a-4118-8823-9c3c33c0476b,1470157999,video,296094,53.30%,3.67%
3666,e8e0b234-d457-4de1-9d12-dbff439abd2a,233677455,video,288929,11.81%,1.62%
3668,e955b80c-d404-4c49-ab72-bfdbe825d155,230906797,video,118863,42.15%,3.01%
3670,e98a9825-9f8d-47c1-91b4-16c21ecc5a34,1904922406,video,153392,13.88%,1.69%
3672,ea2a3c02-e1ae-4fef-aadf-28430f57aa62,28282123,video,114927,6.13%,1.00%
3675,eb6edf33-d3a2-4690-8ce1-89907e628997,651361935,video,155503,61.00%,3.63%
3677,eba4cbe3-2291-4b83-ba76-0a9deaa01913,268972130,video,160521,32.55%,1.66%
3679,ebdd8707-81b7-45f9-87a6-f6b20711e513,247676186,video,109968,11.63%,0.74%
3681,ec0a12ea-9731-4b19-8a55-7e20b675d43f,16268391,video,100191,37.66%,4.07%
3685,ed9b6428-29d1-47a4-9869-0846ce14df4b,1432701430,video,233718,20.60%,1.33%
3688,ee75a057-8f8d-4a0e-a43f-6edf8dbd6d8e,1315351779,video,109751,8.02%,0.67%
3689,eeda7d07-d458-4f29-9415-324d351c4944,478492750,video,212867,2.84%,0.75%
3691,ef049bae-207f-405d-b195-23204a178a38,1170196680,video,180596,20.29%,1.61%
3693,efdc00b7-986e-41a3-a840-ea78152f1a9f,12627507,video,137902,123.76%,10.92%
3695,f03863c1-fb4d-4720-827d-8c67b1bca155,2375159910,video,108127,2.35%,0.43%
3698,f12a970a-586a-442c-8fe1-6d33e64cd950,32015881,video,109895,30.08%,3.17%
3700,f12b635f-f2c5-4c6d-acf9-12a0c42ea782,437024321,video,104959,5.09%,0.43%
3702,f14e9d84-5677-420c-8a76-24543c6f096e,2836327403,video,111007,4.83%,0.55%
3705,f1ab4437-f5c3-4e0b-b704-3a1b4631275a,356648015,video,116150,12.67%,1.95%
3710,f33fd1c2-97bf-4c95-96ab-bcc288bba7db,265282418,video,141204,20.22%,1.06%
3712,f3b1eb3d-ac85-4126-b442-adb0ec933415,260057305,video,150491,9.96%,1.57%
3714,f3b783eb-b5e5-4d79-81c3-58239e13d2f1,290549527,video,104101,7.78%,1.22%
3716,f3c13888-f48b-4365-9631-ffbf1d7990eb,8288051,video,201086,5.17%,1.20%
3718,f3e7c0d0-075b-4968-8676-1a72b98aa359,1302761237,video,218988,0.63%,0.08%
3720,f44e5259-c869-4668-97c5-3e86abcaa8cf,260306801,video,104203,17.25%,2.46%
3722,f46de040-51e3-4786-8224-8700a2c2a2a9,553713513,video,193175,23.28%,2.65%
3724,f4a52af7-856c-49d0-9395-63aab9bdd7b1,551302638,video,155691,2.34%,0.62%
3726,f559a9e8-73aa-4161-b992-d441ed4ffe5e,368330825,video,155048,13.50%,1.72%
3728,f5c84c59-a754-4fc0-81de-60c1dcec65c6,261215417,video,189964,1.89%,0.36%
3730,f679aecc-3b11-4ce6-b186-880dfc22773c,2039336724,video,148848,13.37%,0.90%
3732,f6f82dee-f464-4621-af5e-cc2505939406,1279448973,video,196029,1.62%,0.31%
3734,f700392e-ea1b-4f32-9b42-220df9141535,221165419,video,106648,5.86%,0.49%
3735,f71f0621-d52e-410d-b311-c48075411379,1101861441,video,146748,36.86%,2.96%
3737,f776eeba-dedf-49a1-bda6-5256efef552d,437763340,video,265115,1.83%,0.23%
3739,f799fc63-12b4-4833-b421-77b6c80a3bba,1554319533,video,100751,1.99%,0.42%
3741,f7d68afe-a3ad-4858-982e-02137ad60b65,183449923,video,171840,3.11%,0.56%
3743,f89086be-9c6b-4499-92de-b1f38625cdf2,1931479253,video,219627,6.57%,1.06%
3746,f988f161-7900-4991-8f53-ff4f745603b0,267704870,video,228095,36.21%,3.21%
3748,f9ce061e-0b02-4fd9-a72b-189a6d08d9da,243743497,video,141707,8.66%,0.62%
3750,fa57b5cb-6316-489f-bcf3-16124cf7c9ee,1570914911,video,160455,22.03%,2.25%
3753,fa967a1d-6115-46be-889a-c4cac8a7b93e,283376357,video,217337,6.18%,0.79%
3755,fadf7cf3-fb15-4f93-8ef4-e3025b9f3276,1363262575,video,123309,5.00%,0.82%
3757,fb7d24f3-e018-4dc6-8f09-ab2821c8dea8,369235487,video,211609,14.37%,3.11%
3759,fbac2dc4-1e4b-4987-9a69-19c06ef0655d,774642943,video,158111,20.10%,3.38%
3761,fc9a0195-e1d6-47db-b73b-bcd43c1cc23e,482082960,video,190630,47.27%,3.48%
3763,fca477a0-419a-4dcc-ba2f-f79ee7924dbd,1985022828,video,273557,43.59%,3.80%
3765,fcaa679c-9f87-4d17-b5ce-59890f50b419,843696,video,102743,5.96%,5.07%
3767,fe7b7de8-5770-46c0-8f73-a4f3951601bb,179007682,video,264742,5.85%,0.65%
3769,fefba93b-2059-4d23-8c7f-28c26e41e6ec,380989941,video,186789,36.41%,1.65%
3771,ff717d42-7a6b-4602-930b-97a9f2ba54b7,1428665511,video,133237,48.56%,7.70%
3773,ff9e5033-3925-4dbc-ad3c-c837efafbd0f,1522880010,video,285171,22.05%,2.63%
3775,0062380b-992a-44d5-b387-0399328b6aa4,24045798,video,352393,2.78%,0.31%
3778,01538bc1-fd5f-4060-8bc7-3b9071f48e5b,11185092,video,419632,7.44%,0.32%
3780,01952fe9-367a-4d40-93a9-be4cef62f174,222066702,video,318069,8.18%,0.63%
3782,021722a5-1d7a-44e3-b797-8000ec8e4afb,243517406,video,321448,2.48%,0.29%
3784,024b6bd7-cd26-4c58-b3da-b20ed33b7989,561700880,video,405067,11.96%,0.39%
3786,03bd70c9-112c-463f-b63f-d46a5ef078f4,429457795,video,382750,11.48%,0.88%
3788,046e6dab-121c-410d-9676-559f92e574f2,3444793187,video,378265,18.09%,1.29%
3790,074d22c8-944a-43a5-a3ca-a8f1ec98e4b7,300498704,video,301908,1.16%,0.23%
3792,07967892-0d7b-437c-bcae-f70c44593ffc,27462539,video,433402,3.08%,0.43%
3794,07c23971-d049-41a2-bd13-3d3f95ef0aaa,467309610,video,430450,29.98%,4.46%
3796,0bf9134a-0487-483e-a4cf-40f93b6b805f,574647436,video,304584,9.00%,1.41%
3798,10f77c18-9a3d-4ff5-b98b-75068e0736d2,2423556194,video,495226,29.53%,7.05%
3800,11316cbb-bb7f-4622-aa92-7b4032275738,583085400,video,325061,2.55%,0.21%
3802,12f97076-a9eb-4cc2-8067-cf4eaf395223,7607719367,video,376540,44.92%,1.88%
3804,13fc64ce-0557-4ab2-a354-c9fa7d8923df,15809447,video,486440,21.53%,1.42%
3806,17836f58-aa55-41d5-b8d7-281aea4935c8,483402607,video,319321,6.16%,0.87%
3808,18240985-bd79-47e9-aa3c-adaa1f472e0d,1327026907,video,340495,10.50%,0.53%
3810,18bf1b2f-7a81-4f87-a0aa-dd6466615458,34581286,video,429011,9.01%,0.53%
3811,1bb979c7-a421-491b-92b7-8e3a4c3b660d,551333116,video,475160,24.88%,4.48%
3813,1e59b523-07f2-46f3-957a-8536d0abfaed,217699625,video,351104,19.18%,1.95%
3815,1eed7b1e-2c67-4919-a261-14b78040248c,909199351,video,308870,18.20%,3.43%
3817,1ef2bf8e-0ba1-42c8-ad28-a78a0d931802,3616695266,video,317174,1.89%,0.51%
3819,209d0908-1ffe-41ae-b380-25046563ddb9,316834822,video,409558,25.58%,0.79%
3821,2161f816-fc26-49dd-b21a-7e40de0f4346,3230767333,video,451656,25.05%,5.10%
3823,25601452-44fe-4262-b5ff-6065c9212885,986554733,video,413040,9.85%,1.13%
3825,25f6d6ad-6459-4192-a108-51de233fbf3e,236510111,video,443037,24.93%,3.27%
3827,273a3598-352b-41ed-a7f0-de2bdb27302b,379769735,video,314124,11.12%,0.85%
3828,2764189f-b017-4d7a-a544-29aa0dc6f01d,412068131,video,426078,63.03%,6.22%
3831,28aa1ba3-20ca-4ab8-ae8f-8807034d0068,199902034,video,345481,9.35%,5.23%
3833,28d57ce6-df17-49e2-94f9-f03b40c7833c,258131062,video,425894,5.62%,0.72%
3835,2cf36efa-2a65-42a4-bbe9-b37decdf7bcd,1626584650,video,443360,9.64%,0.66%
3837,2cfcc0f4-c025-4530-a7af-00d63e759f1f,1183841584,video,316784,75.44%,6.20%
3839,2d7cde7b-f02e-41dd-af05-8a7f1744202f,242280846,video,350234,33.65%,1.74%
3841,2f94c543-7085-4c0e-9ba9-fb8a51d2c704,14688935,video,446052,1.38%,0.11%
3843,3041b637-d8dd-4706-a738-929db764bd18,235456379,video,442595,9.56%,0.93%
3845,320eba2c-a7d2-4bc2-9f5f-48bb2d2147d6,280608516,video,347627,0.92%,0.16%
3847,3300e39f-6619-4457-bd4c-47a502baab2b,27616039,video,337618,13.38%,2.17%
3849,36075779-a1a6-4a89-96e6-0f19648eb22e,193082946,video,419337,4.12%,0.92%
3851,374bb9e3-1f63-4074-8738-8aa35997da60,178674018,video,301163,8.25%,0.31%
3853,37566462-9a01-4bee-87d1-633a698a60d3,591961406,video,379862,17.16%,2.72%
3855,375b988d-aca0-4838-b3fd-479512186b51,608141541,video,329184,12.36%,1.88%
3857,39218176-aede-4498-b28d-0f9f41077541,1166439489,video,336243,18.83%,2.36%
3859,3c675ad5-53b2-4ed4-a8ee-4c70f7afd163,253860424,video,415113,30.68%,3.23%
3861,3cbafd06-7526-4e8f-8cf3-d8108db3f915,1624141808,video,398229,39.97%,11.25%
3863,3ee38554-76c3-4ebf-bcc9-f3f67bf1bb29,289256948,video,344494,6.99%,0.74%
3865,3f462840-95b2-4ea7-95c8-6a92572d5c91,237096114,video,313351,2.16%,0.20%
3867,3f85f83c-4155-45cd-bafa-381beed3fb65,6040568800,video,322010,44.14%,5.62%
3869,40517607-2eeb-4b1e-a8d1-00995e625df1,53914161,video,480824,2.91%,0.18%
3871,4182ccf8-7ff1-49a4-b646-3c4f7824b493,1251346826,video,391614,9.45%,1.05%
3874,437789a3-7883-4a92-ada4-5bdc452bb918,5093254561,video,319049,15.58%,1.45%
3876,43bf3679-fea3-47c3-bd3e-851a46eda977,1548281025,video,312505,4.04%,0.56%
3878,462efe69-f3f3-44fd-9323-95d21d84745b,1119714323,video,402524,1.52%,0.25%
3881,4b7a32aa-4e63-41f0-b16b-787b954f5b94,1483688586,video,370750,5.92%,0.86%
3883,4c1e6040-a2ed-467d-befe-5fc8b8faace8,28552849,video,410135,4.16%,1.48%
3885,4c583b56-0fc5-4020-944b-9635df3ab07b,274096805,video,318949,53.96%,2.23%
3887,4edbceae-ac77-40a6-8855-e882fb8e8939,3571199312,video,301295,22.14%,3.37%
3889,507d8aaf-682f-4136-b6bf-e03505af65e4,2877243067,video,488947,18.53%,2.75%
3891,5153d624-2da8-4202-988e-cf6954f499b5,204632775,video,424401,5.04%,0.21%
3893,516404df-7063-4f2b-ba09-2d952e76081d,1482407854,video,436685,11.44%,0.83%
3896,5205b806-1895-47f3-863d-28d45f8b3618,7311755,video,313347,10.22%,0.73%
3898,54106dcb-9635-43a0-9bbb-9cea7dd7c218,368378514,video,353294,19.05%,1.19%
3900,54e6971c-4ef7-44dc-bb86-18e0d290b0de,284900906,video,420492,2.46%,0.50%
